Rxn	Rxn name	Gene Protein Reaction Rule	EC Number	TN(s-1)	Substrate	Organism	Commentary	Reference
PHETA1	phenylalanine transaminase	(b4054 or b0928 or b3770)	2.6.1.58	20000	NA	NA	NA	NA
PHETRS	Phenylalanyl-tRNA synthetase	(b1713 and b1714)	6.1.1.20					
PHEt2rpp	L-phenylalanine reversible transport via proton symport (periplasm)	(b1473 or b0112 or b0576)						
PHEtex	L-phenylalanine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PIt2rpp	phosphate reversible transport via symport (periplasm)	(b2987 or b3493)						
PItex	phosphate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PIuabcpp	"phosphate transport via ABC system (uptake, periplasm)"	(b3726 and b3725 and b3727 and b3728)						
PLIPA1A120pp	"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1A140pp	"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1A141pp	"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1A160pp	"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1A161pp	"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1A180pp	"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1A181pp	"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E120pp	"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E140pp	"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E141pp	"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E160pp	"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E161pp	"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E180pp	"Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1E181pp	"Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G120pp	"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G140pp	"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G141pp	"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G160pp	"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G161pp	"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G180pp	"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA1G181pp	"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)"	b3821	3.1.1.32	1.1	high-density-lipoprotein	Homo sapiens	-	"A high throughput screen for endothelial lipase using HDL as substrate, Keller, P.M.; Rust, T.; Murphy, D.J.; Matico, R.; Trill,... <Preview truncated at 128 characters>"
PLIPA2A120pp	"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2A140pp	"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2A141pp	"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2A160pp	"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2A161pp	"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2A180pp	"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2A181pp	"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E120pp	"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E140pp	"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E141pp	"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E160pp	"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E161pp	"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E180pp	"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2E181pp	"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G120pp	"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G140pp	"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G141pp	"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G160pp	"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G161pp	"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G180pp	"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PLIPA2G181pp	"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)"	b3821	3.1.1.4	43.3	"1,2-diheptanoyl-sn-glycero-3-phosphorylcholine"	Bos taurus	micellar substrate	Hydrolysis of micellar diheptanoylphosphatidylcholine catalyzed by bovine pancreatic phospholipase A2: Kinetic characterization ... <Preview truncated at 128 characters>
PMANM	phosphomannomutase	b2048	5.4.2.8					
PMDPHT	pyrimidine phosphatase							
PMEACPE	Pimeloyl-[ACP] methyl ester esterase	b3412						
PMPK	phosphomethylpyrimidine kinase	b2103	2.7.4.7					
PNTK	pantothenate kinase	b3974	2.7.1.33					
PNTOt4pp	Pantothenate sodium symporter (periplasm)	b3258						
PNTOtex	Pantothenate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
POAACR	peroxyaminoacrylate reductase	b1010						
POR5	pyruvate synthase	((b0684 and b1378) or (b2895 and b1378))	1.2.7.1	370	2-oxobutyrate	Halobacterium salinarum	-	"Purification and properties of two 2 oxoacid:ferredoxin oxidoreductases from Halobacterium halobium, Kerscher, L.; Oesterhelt, D... <Preview truncated at 128 characters>"
POX	pyruvate oxidase	b0871	1.2.2.2					
PPA	inorganic diphosphatase	(b2744 or b4226 or b2502)	3.6.1.1	6290	diphosphate	Streptococcus gordonii	"pH 9.0, 25°C, 5 mM Mg2+, wild type enzyme"	"Streptococcus gordonii soluble inorganic pyrophosphatase: An important role for the interdomain region in enzyme activity, Ilias... <Preview truncated at 128 characters>"
PPA2	inorganic triphosphatase	(b2502 or b2744)	3.6.1.1	6290	diphosphate	Streptococcus gordonii	"pH 9.0, 25°C, 5 mM Mg2+, wild type enzyme"	"Streptococcus gordonii soluble inorganic pyrophosphatase: An important role for the interdomain region in enzyme activity, Ilias... <Preview truncated at 128 characters>"
PPAKr	Propionate kinase	b3115	2.7.2.1	3869	acetyl-phosphate	Methanosarcina thermophila	"mutant V93A, pH 7.4"	"Characterization of the acetate binding pocket in the Methanosarcina thermophila acetate kinase, Ingram Smith, C.; Gorrell, A.; ... <Preview truncated at 128 characters>"
PPALtex	propanal transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PPALtpp	propanal transport via channel (periplasm)							
PPAt4pp	Na+/Propionate symporter (periplasm)	b1015						
PPAtex	propionate transport via diffusion	(b1377 or b0929 or b2215 or b0241)						
PPBNGS	porphobilinogen synthase	b0369	4.2.1.24					
PPC	phosphoenolpyruvate carboxylase	b3956	4.1.1.31	540	phosphoenolpyruvate	Escherichia coli	wild type enzyme	"Three dimensional structure of phosphoenolpyruvate carboxylase: a proposed mechanism for allosteric inhibition, Kai, Y.; Matsumu... <Preview truncated at 128 characters>"
PPCDC	phosphopantothenoylcysteine decarboxylase	b3639	4.1.1.36	2.9	(R)-4-phospho-N-pantothenoylcysteine	Homo sapiens	"pH 7.6, 37°C"	Mechanistic studies on phosphopantothenoylcysteine decarboxylase: trapping of an enethiolate intermediate with a mechanism based... <Preview truncated at 128 characters>
PPCK	phosphoenolpyruvate carboxykinase	b3403	4.1.1.49					
PPCSCT	Propanoyl-CoA: succinate CoA-transferase	b2920						
PPGPPDP	"guanosine-3,5-bis(diphosphate) 3-diphosphatase"	b3650	3.1.7.2	3	ppGpp	Mycobacterium tuberculosis	"pH 8.0, 30°C, kcat is reduced 2fold in the presence of the complex containing tRNA, ribosomes, and mRNA"	"Differential regulation of opposing RelMtb activities by the aminoacylation state of a tRNA ribosome mRNA elMtb complex, Avarboc... <Preview truncated at 128 characters>"
PPK2r	polyphosphate kinase	b2501	2.7.4.1	77	Polyphosphate	Corynebacterium glutamicum	"pH 7.2, 30°C, recombinant wild type enzyme"	"NCgl2620 encodes a class II polyphosphate kinase in Corynebacterium glutamicum, Lindner, S.N.; Vidaurre, D.; Willbold, S.; Schob... <Preview truncated at 128 characters>"
PPKr	polyphosphate kinase	b2501	2.7.4.1	77	Polyphosphate	Corynebacterium glutamicum	"pH 7.2, 30°C, recombinant wild type enzyme"	"NCgl2620 encodes a class II polyphosphate kinase in Corynebacterium glutamicum, Lindner, S.N.; Vidaurre, D.; Willbold, S.; Schob... <Preview truncated at 128 characters>"
PPM	phosphopentomutase	(b3380 or b4383)	5.4.2.7	173	2-deoxy-D-ribose-1-phosphate	Thermococcus kodakarensis 	90°C	Presence of a novel phosphopentomutase and a 2 deoxyribose 5 phosphate aldolase reveals a metabolic link between pentoses and ce... <Preview truncated at 128 characters>
PPM2	phosphopentomutase 2 (deoxyribose)	b4383	5.4.2.7	173	2-deoxy-D-ribose-1-phosphate	Thermococcus kodakarensis 	90°C	Presence of a novel phosphopentomutase and a 2 deoxyribose 5 phosphate aldolase reveals a metabolic link between pentoses and ce... <Preview truncated at 128 characters>
PPNCL2	phosphopantothenate-cysteine ligase	b3639	6.3.2.5	2.9	CTP	Enterococcus faecalis	"pH 7.6, 37°C "	"Characterization and kinetics of phosphopantothenoylcysteine synthetase from Enterococcus faecalis, Yao, J.; Patrone, J.D.; Dots... <Preview truncated at 128 characters>"
PPND	prephenate dehydrogenase	b2600	1.3.1.12	356.1	NAD+	Mycobacterium tuberculosis	-	"Purification and characterization of a functionally active Mycobacterium tuberculosis prephenate dehydrogenase, Xu, S.; Yang, Y.... <Preview truncated at 128 characters>"
PPNDH	prephenate dehydratase	b2599	4.2.1.51					
PPPGO	protoporphyrinogen oxidase (aerobic)	b3850	1.3.3.4					
PPPGO3	protoporphyrinogen oxidase (anaerobic)	b3850	1.3.3.4					
PPPNDO	Phenylpropanoate Dioxygenase	(b2538 and b2539 and b2540 and b2542)						
PPPNt2rpp	"3-phenylpropionate transport via proton symport, reversible (periplasm)"	b2536						
PPPNtex	3-phenylpropionate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PPS	phosphoenolpyruvate synthase	b1702	2.7.9.2	1570	pyruvate	Pyrococcus furiosus	"pH 8.4, 80°C"	"Phosphoenolpyruvate synthetase from the hyperthermophilic archaeon Pyrococcus furiosus, Hutchins, A.M.; Holden, J.F.; Adams, M.W... <Preview truncated at 128 characters>"
PPTHpp	Phosphonate hydrogenase (periplasm)	b0383						
PPTtex	Phosphonate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PRAGSr	phosphoribosylglycinamide synthase	b4005	6.3.4.13					
PRAIS	phosphoribosylaminoimidazole synthase	b2499	6.3.3.1					
PRAIi	phosphoribosylanthranilate isomerase (irreversible)	b1262	5.3.1.24					
PRAMPC	phosphoribosyl-AMP cyclohydrolase	b2026	3.5.4.19					
PRASCSi	phosphoribosylaminoimidazolesuccinocarboxamide synthase	b2476	6.3.2.6					
PRATPP	phosphoribosyl-ATP pyrophosphatase	b2026	3.6.1.31					
PRFGS	phosphoribosylformylglycinamidine synthase	b2557	6.3.5.3	0.05	NH4+	Escherichia coli	-	"Formylglycinamide ribonucleotide synthetase from Escherichia coli: cloning, sequencing, overproduction, isolation, and character... <Preview truncated at 128 characters>"
PRMICI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	b2024	5.3.1.16					
PROD2	Proline dehydrogenase	b1014	1.5.99.8	75	"3,4-dehydro-L-proline"	Thermus thermophilus	"in 50 mM Tris HCl, at 25°C"	"Structure and kinetics of monofunctional proline dehydrogenase from Thermus thermophilus, White, T.A.; Krishnan, N.; Becker, D.F... <Preview truncated at 128 characters>"
PROGLYabcpp	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	(b3544 and b3543 and b3542 and b3541 and b3540)						
PROGLYtex	L-Prolinylglycine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PROTRS	Prolyl-tRNA synthetase	b0194	6.1.1.15					
PROabcpp	L-proline transport via ABC system (periplasm)	(b2677 and b2678 and b2679)						
PROt2rpp	L-proline reversible transport via proton symport (periplasm)	b4111						
PROt4pp	Na+/Proline-L symporter (periplasm)	b1015						
PROtex	L-proline transport via diffusion (extracellular to periplasm)	(b1377 or b2215 or b0241 or b0929)						
PRPPS	phosphoribosylpyrophosphate synthetase	b1207	2.7.6.1	20000	NA	NA	NA	NA
PSCLYSt2pp	psicoselysine transport via proton symport (periplasm)	b3370						
PSCLYStex	psicoselysine transporter via diffusion (extracellular)	(b2215 or b1377 or b0241 or b0929)						
PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	b0908	2.5.1.19					
PSD120	Phosphatidylserine decarboxylase (n-C12:0)	b4160	4.1.1.65					
PSD140	Phosphatidylserine decarboxylase (n-C14:0)	b4160	4.1.1.65					
PSD141	Phosphatidylserine decarboxylase (n-C14:1)	b4160	4.1.1.65					
PSD160	Phosphatidylserine decarboxylase (n-C16:0)	b4160	4.1.1.65					
PSD161	Phosphatidylserine decarboxylase (n-C16:1)	b4160	4.1.1.65					
PSD180	Phosphatidylserine decarboxylase (n-C18:0)	b4160	4.1.1.65					
PSD181	Phosphatidylserine decarboxylase (n-C18:1)	b4160	4.1.1.65					
PSERT	phosphoserine transaminase	b0907	2.6.1.52	20000	NA	NA	NA	NA
PSERtex	phospho-L-serine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PSP_L	phosphoserine phosphatase (L-serine)	b4388	3.1.3.3					
PSP_Lpp	phospho-L-serine phosphatase (periplasmic)	b4055						
PSSA120	Phosphatidylserine syntase (n-C12:0)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PSSA140	Phosphatidylserine syntase (n-C14:0)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PSSA141	Phosphatidylserine syntase (n-C14:1)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PSSA160	Phosphatidylserine syntase (n-C16:0)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PSSA161	Phosphatidylserine syntase (n-C16:1)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PSSA180	Phosphatidylserine syntase (n-C18:0)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PSSA181	Phosphatidylserine syntase (n-C18:1)	b2585	2.7.8.8	20000	NA	NA	NA	NA
PTA2	Phosphate acetyltransferase	b2297						
PTAr	phosphotransacetylase	(b2297 or b2458)	2.3.1.8	5190	acetyl-phosphate	Methanosarcina thermophila	"25°C, pH 7.2"	"Steady state kinetic analysis of phosphotransacetylase from Methanosarcina thermophila, Lawrence, S.H.; Ferry, J.G.; J. Bacterio... <Preview truncated at 128 characters>"
PTHRpp	phospho-L-threonine phosphatase (periplasmic)	b4055						
PTPATi	pantetheine-phosphate adenylyltransferase	b3634	2.7.7.3					
PTRCORNt7pp	putrescine/ornithine antiporter (periplasm)	b0692						
PTRCTA	Putrescine Transaminase	b3073	2.6.1.29	20000	NA	NA	NA	NA
PTRCabcpp	putrescine transport via ABC system (periplasm)	((b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))						
PTRCt2pp	putrescine transport in via proton symport	(b1296 or b0692)						
PTRCtex	putrescine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
PUNP1	purine-nucleoside phosphorylase (Adenosine)	b4384	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
PUNP2	purine-nucleoside phosphorylase (Deoxyadenosine)	b4384	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
PUNP3	purine-nucleoside phosphorylase (Guanosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
PUNP4	purine-nucleoside phosphorylase (Deoxyguanosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
PUNP5	purine-nucleoside phosphorylase (Inosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
PUNP6	purine-nucleoside phosphorylase (Deoxyinosine)	(b2407 or b4384)	2.4.2.1	28000	Inosine	Bacillus halodurans	pH 7.5	"Cloning, purification and characterisation of a recombinant purine nucleoside phosphorylase from Bacillus halodurans Alk36, Viss... <Preview truncated at 128 characters>"
